"word","freq","timeFlag","dayFlag"
"avenue",283,1,1
"delays",156,1,1
"update",119,1,1
"house",103,1,1
"building",78,1,1
"bridge",70,1,1
"exit",49,1,1
"street",49,1,1
"new",41,1,1
"state",38,1,1
"york",26,1,1
"disabled",25,1,1
"nyc",25,1,1
"love",24,1,1
"williamsburg",22,1,1
"metropolitan",21,1,1
"apartment",20,1,1
"queenskings",20,1,1
"expressway",19,1,1
"start",19,1,1
"vehicle",19,1,1
"work",19,1,1
"area",18,1,1
"county",18,1,1
"exithamilton",18,1,1
"good",18,1,1
"road",18,1,1
"happy",17,1,1
"neighborhood",17,1,1
"route",17,1,1
"block",16,1,1
"empire",16,1,1
"view",16,1,1
"great",15,1,1
"hood",15,1,1
"ramp",15,1,1
"washington",15,1,1
"bothdir",14,1,1
"bronx",14,1,1
"hiring",14,1,1
"job",14,1,1
"like",14,1,1
"sweeping",14,1,1
"amazing",13,1,1
"george",13,1,1
"koskuisko",13,1,1
"line",13,1,1
"zerega",13,1,1
"city",12,1,1
"exitmain",12,1,1
"brooklyn",11,1,1
"day",11,1,1
"jersey",11,1,1
"light",11,1,1
"newyork",11,1,1
"south",11,1,1
"time",11,1,1
"fish",10,1,1
"hill",10,1,1
"parkway",10,1,1
"queens",10,1,1
"station",10,1,1
"amp",9,1,1
"beautiful",9,1,1
"boulevard",9,1,1
"bradley",9,1,1
"can",9,1,1
"get",9,1,1
"just",9,1,1
"location",9,1,1
"night",9,1,1
"north",9,1,1
"now",9,1,1
"rail",9,1,1
"rock",9,1,1
"see",9,1,1
"today",9,1,1
"ave",8,1,1
"best",8,1,1
"careerarc",8,1,1
"food",8,1,1
"island",8,1,1
"little",8,1,1
"njlower",8,1,1
"njtdanforth",8,1,1
"place",8,1,1
"point",8,1,1
"pop",8,1,1
"right",8,1,1
"service",8,1,1
"tonnelle",8,1,1
"top",8,1,1
"uufef",8,1,1
"aflatbush",7,1,1
"beltsystemshoreparkway",7,1,1
"customers",7,1,1
"exitisheridan",7,1,1
"fall",7,1,1
"forest",7,1,1
"gardenstateparkway",7,1,1
"hunts",7,1,1
"locationsaint",7,1,1
"marks…",7,1,1
"one",7,1,1
"organic",7,1,1
"organics",7,1,1
"rainy",7,1,1
"recommend",7,1,1
"store",7,1,1
"tonight",7,1,1
"vspot",7,1,1
"want",7,1,1
"anyone",6,1,1
"available",6,1,1
"charlotte",6,1,1
"circle",6,1,1
"cold",6,1,1
"dont",6,1,1
"drive",6,1,1
"exiti",6,1,1
"exitst",6,1,1
"fifth",6,1,1
"finally",6,1,1
"first",6,1,1
"flatiron",6,1,1
"franklin",6,1,1
"hotel",6,1,1
"jobs",6,1,1
"last",6,1,1
"nyqueens",6,1,1
"pink",6,1,1
"well",6,1,1
"westchester",6,1,1
"woman",6,1,1
"always",5,1,1
"architecture",5,1,1
"armory",5,1,1
"awesome",5,1,1
"cute",5,1,1
"eduaubdedubua",5,1,1
"education",5,1,1
"full",5,1,1
"getting",5,1,1
"going",5,1,1
"grandcentralparkway",5,1,1
"hall",5,1,1
"hot",5,1,1
"hoyt",5,1,1
"ive",5,1,1
"know",5,1,1
"latest",5,1,1
"linewhitestone",5,1,1
"long",5,1,1
"manhattan",5,1,1
"might",5,1,1
"next",5,1,1
"plaza",5,1,1
"ready",5,1,1
"restaurant",5,1,1
"river",5,1,1
"saturday",5,1,1
"support",5,1,1
"toll",5,1,1
"webster",5,1,1
"aold",4,1,1
"atlantic",4,1,1
"back",4,1,1
"bar",4,1,1
"bcastle",4,1,1
"beer",4,1,1
"belt",4,1,1
"book",4,1,1
"btillary",4,1,1
"bus",4,1,1
"cool",4,1,1
"cypress",4,1,1
"exitatlantic",4,1,1
"exitliberty",4,1,1
"exitwillis",4,1,1
"family",4,1,1
"favorite",4,1,1
"franklindrooseveltdrive",4,1,1
"friday",4,1,1
"fulton",4,1,1
"grand",4,1,1
"imajordeeganexpressway",4,1,1
"lee",4,1,1
"make",4,1,1
"making",4,1,1
"midtown",4,1,1
"morgan",4,1,1
"morning",4,1,1
"near",4,1,1
"nice",4,1,1
"nycempire",4,1,1
"outside",4,1,1
"people",4,1,1
"pretty",4,1,1
"rain",4,1,1
"roosevelt",4,1,1
"season",4,1,1
"shop",4,1,1
"tbt",4,1,1
"thank",4,1,1
"thursday",4,1,1
"union",4,1,1
"vaux",4,1,1
"via",4,1,1
"victory",4,1,1
"white",4,1,1
"will",4,1,1
"agency",3,1,1
"airport",3,1,1
"ajerome",3,1,1
"approach",3,1,1
"art",3,1,1
"bday",3,1,1
"big",3,1,1
"bit",3,1,1
"blue",3,1,1
"brookdale",3,1,1
"building…",3,1,1
"bulova",3,1,1
"cause",3,1,1
"central",3,1,1
"chelsea",3,1,1
"church",3,1,1
"club",3,1,1
"coffee",3,1,1
"deli",3,1,1
"dinner",3,1,1
"east",3,1,1
"empirestatebuilding",3,1,1
"end",3,1,1
"enough",3,1,1
"excited",3,1,1
"exitflushing",3,1,1
"floor",3,1,1
"fresh",3,1,1
"fun",3,1,1
"gloomy",3,1,1
"got",3,1,1
"harlemriverdrive",3,1,1
"heights",3,1,1
"home",3,1,1
"jamaica",3,1,1
"jobnewyork",3,1,1
"leave",3,1,1
"let",3,1,1
"lit",3,1,1
"live",3,1,1
"look",3,1,1
"looking",3,1,1
"looks",3,1,1
"lovely",3,1,1
"made",3,1,1
"madison",3,1,1
"mind",3,1,1
"mom",3,1,1
"moon",3,1,1
"much",3,1,1
"neck",3,1,1
"new…",3,1,1
"newark",3,1,1
"nyc…",3,1,1
"opening",3,1,1
"park",3,1,1
"pizza",3,1,1
"proud",3,1,1
"rockaway",3,1,1
"school",3,1,1
"second",3,1,1
"show",3,1,1
"something",3,1,1
"sports",3,1,1
"systemcross",3,1,1
"think",3,1,1
"throgs",3,1,1
"train",3,1,1
"trap",3,1,1
"vintage",3,1,1
"walk",3,1,1
"warm",3,1,1
"water",3,1,1
"weather",3,1,1
"week",3,1,1
"west",3,1,1
"winter",3,1,1
"world",3,1,1
"wrong",3,1,1
"wythe",3,1,1
"abandoned",2,1,1
"added",2,1,1
"addition",2,1,1
"adidas",2,1,1
"afternoon",2,1,1
"ago",2,1,1
"ale",2,1,1
"alexander",2,1,1
"among",2,1,1
"anniversary",2,1,1
"appropriate",2,1,1
"atin",2,1,1
"avenue…",2,1,1
"avenuenyc",2,1,1
"bbrooklyn",2,1,1
"bcross",2,1,1
"belleville",2,1,1
"better",2,1,1
"bills",2,1,1
"blah",2,1,1
"boulevardclove",2,1,1
"boulevardhighland",2,1,1
"break",2,1,1
"breastcancerawareness",2,1,1
"bronxriverparkway",2,1,1
"brook",2,1,1
"brother",2,1,1
"bunch",2,1,1
"burger",2,1,1
"butcher",2,1,1
"cadman",2,1,1
"cake",2,1,1
"came",2,1,1
"candelamy",2,1,1
"cant",2,1,1
"career",2,1,1
"carriage",2,1,1
"castle",2,1,1
"celebration",2,1,1
"center",2,1,1
"check",2,1,1
"closed",2,1,1
"clothes",2,1,1
"cmajor",2,1,1
"come",2,1,1
"coming",2,1,1
"company",2,1,1
"creating",2,1,1
"crib",2,1,1
"days",2,1,1
"death",2,1,1
"deegan",2,1,1
"depot",2,1,1
"display",2,1,1
"district",2,1,1
"door",2,1,1
"dying",2,1,1
"eduaubcedubdu",2,1,1
"eduaubdedubu",2,1,1
"eduaubdedububd",2,1,1
"eduaubdedubuc",2,1,1
"eduaubdedubud",2,1,1
"eduaubdedubue",2,1,1
"eighth",2,1,1
"elevator",2,1,1
"enjoying",2,1,1
"esb",2,1,1
"even",2,1,1
"everybody",2,1,1
"exitastoria",2,1,1
"exitcr",2,1,1
"exitforest",2,1,1
"exitjewel",2,1,1
"exitlaguardia",2,1,1
"exitnyprospect",2,1,1
"exitwestchester",2,1,1
"expy",2,1,1
"fallen",2,1,1
"farm",2,1,1
"fave",2,1,1
"feels",2,1,1
"finding",2,1,1
"fire",2,1,1
"fit",2,1,1
"foodporn",2,1,1
"found",2,1,1
"freedom",2,1,1
"friendly",2,1,1
"gem",2,1,1
"gets",2,1,1
"gifts",2,1,1
"girl",2,1,1
"gold",2,1,1
"gonna",2,1,1
"gotta",2,1,1
"greenpoint",2,1,1
"hair",2,1,1
"hamilton",2,1,1
"harbor",2,1,1
"hat",2,1,1
"haunted",2,1,1
"havemeyer",2,1,1
"hell",2,1,1
"help",2,1,1
"honor…",2,1,1
"housepark",2,1,1
"hurricane",2,1,1
"iexit",2,1,1
"ill",2,1,1
"incident",2,1,1
"inhouse",2,1,1
"instructorstony",2,1,1
"interested",2,1,1
"interested…",2,1,1
"interesting",2,1,1
"isnt",2,1,1
"jay",2,1,1
"joaquin",2,1,1
"joint",2,1,1
"kearny",2,1,1
"kent",2,1,1
"king",2,1,1
"kitchen",2,1,1
"ladies",2,1,1
"laundry",2,1,1
"laurel",2,1,1
"laurie",2,1,1
"legacy",2,1,1
"lets",2,1,1
"level",2,1,1
"lie",2,1,1
"life",2,1,1
"lots",2,1,1
"lounge",2,1,1
"loved",2,1,1
"luther",2,1,1
"magic",2,1,1
"martin",2,1,1
"meet",2,1,1
"menubeermenus",2,1,1
"messy",2,1,1
"miss",2,1,1
"mix",2,1,1
"moving",2,1,1
"mural",2,1,1
"mycompasslever",2,1,1
"named",2,1,1
"navy",2,1,1
"needed",2,1,1
"neighbourhood",2,1,1
"never",2,1,1
"newyorkempire",2,1,1
"nocean",2,1,1
"nothing",2,1,1
"now…",2,1,1
"nyigowanus",2,1,1
"nyvirtualnycity",2,1,1
"octoberthe",2,1,1
"openingwriting",2,1,1
"operator",2,1,1
"packed",2,1,1
"party",2,1,1
"perfect",2,1,1
"pet",2,1,1
"peter",2,1,1
"photo",2,1,1
"picture",2,1,1
"plains",2,1,1
"plazawest",2,1,1
"pockets",2,1,1
"protect",2,1,1
"publishing",2,1,1
"pumpkin",2,1,1
"pumpkinspice",2,1,1
"ramen",2,1,1
"really",2,1,1
"red",2,1,1
"ridge",2,1,1
"rjs",2,1,1
"roof",2,1,1
"room",2,1,1
"rosedale",2,1,1
"run",2,1,1
"sat",2,1,1
"saw",2,1,1
"sbus",2,1,1
"sharp",2,1,1
"shit",2,1,1
"side",2,1,1
"since",2,1,1
"sneak",2,1,1
"special",2,1,1
"spectacular",2,1,1
"square",2,1,1
"steak",2,1,1
"stop",2,1,1
"streetbay",2,1,1
"stroll",2,1,1
"studios",2,1,1
"sugarhouse",2,1,1
"super",2,1,1
"take",2,1,1
"taking",2,1,1
"tap",2,1,1
"terminal",2,1,1
"terrance",2,1,1
"thats",2,1,1
"took",2,1,1
"traffic",2,1,1
"tree",2,1,1
"truck",2,1,1
"tunnelnd",2,1,1
"unique",2,1,1
"uniquelifechart",2,1,1
"volume",2,1,1
"washington…",2,1,1
"weekend",2,1,1
"weeks",2,1,1
"welcome",2,1,1
"westvillage",2,1,1
"whore",2,1,1
"win",2,1,1
"wool",2,1,1
"works",2,1,1
"yeah",2,1,1
"yorker",2,1,1
"youtubespacenyyoutube",2,1,1
"‘eat",1,1,1
"abernadette",1,1,1
"abm",1,1,1
"abriguense",1,1,1
"abused",1,1,1
"academic",1,1,1
"accounting",1,1,1
"accused",1,1,1
"achievement",1,1,1
"act",1,1,1
"actorslife",1,1,1
"addventuresmusiccheck…",1,1,1
"administrationnyu",1,1,1
"adoring",1,1,1
"advertising",1,1,1
"advice",1,1,1
"affairs",1,1,1
"afifth",1,1,1
"agencies",1,1,1
"agent",1,1,1
"agree",1,1,1
"aint",1,1,1
"airbnb",1,1,1
"aka",1,1,1
"akarock",1,1,1
"album",1,1,1
"allthe",1,1,1
"almostfriday",1,1,1
"along",1,1,1
"alternative",1,1,1
"ambien",1,1,1
"america",1,1,1
"amorada",1,1,1
"amp…",1,1,1
"ampdesk",1,1,1
"ampfor",1,1,1
"andblocks",1,1,1
"anderson",1,1,1
"andersons",1,1,1
"aneessamayfair",1,1,1
"angel",1,1,1
"anime",1,1,1
"annualmeeting",1,1,1
"another",1,1,1
"anti",1,1,1
"anything",1,1,1
"aoperator",1,1,1
"apartment…",1,1,1
"apartmentflatbush",1,1,1
"apartmentlove",1,1,1
"apoyoparany",1,1,1
"appearing",1,1,1
"apple",1,1,1
"applewatchapple",1,1,1
"aqob",1,1,1
"areavirtualnycity",1,1,1
"artdeco",1,1,1
"arthur",1,1,1
"artistalleysi",1,1,1
"artpark",1,1,1
"artradio",1,1,1
"asidnymetrogrohe",1,1,1
"asopao",1,1,1
"asquare…",1,1,1
"ass",1,1,1
"assault",1,1,1
"atartpark",1,1,1
"athouse",1,1,1
"atkalakiriot…",1,1,1
"atla",1,1,1
"atpark",1,1,1
"atsixth",1,1,1
"atsteak",1,1,1
"attention",1,1,1
"atthanks",1,1,1
"atthey",1,1,1
"audition",1,1,1
"author",1,1,1
"autumnwinterspringsummer",1,1,1
"avenueeast",1,1,1
"avenues",1,1,1
"avenueserving",1,1,1
"aviation",1,1,1
"awaiting",1,1,1
"awards",1,1,1
"away",1,1,1
"awesomeness",1,1,1
"awxii",1,1,1
"azuki",1,1,1
"bacc",1,1,1
"background",1,1,1
"bae",1,1,1
"bag",1,1,1
"bak",1,1,1
"bake",1,1,1
"baking",1,1,1
"balloons",1,1,1
"banditshouse",1,1,1
"bap",1,1,1
"bars",1,1,1
"bascule",1,1,1
"battle",1,1,1
"bcrf",1,1,1
"bdaymustardo",1,1,1
"beach",1,1,1
"beans",1,1,1
"bearing",1,1,1
"beauty",1,1,1
"bed",1,1,1
"bedford",1,1,1
"beds",1,1,1
"bedstuy",1,1,1
"beenyour",1,1,1
"beetlaguardia",1,1,1
"befriending",1,1,1
"beginning",1,1,1
"behind",1,1,1
"believe",1,1,1
"belongs",1,1,1
"beside",1,1,1
"bestservice",1,1,1
"bestviewever…",1,1,1
"betances…",1,1,1
"beyoncé",1,1,1
"bianca",1,1,1
"bibimbap",1,1,1
"bien",1,1,1
"bighero",1,1,1
"bigherosix",1,1,1
"bigoli…",1,1,1
"bij",1,1,1
"bim",1,1,1
"bitch",1,1,1
"bklyn…",1,1,1
"black",1,1,1
"black…",1,1,1
"blackandwhitephotobryant",1,1,1
"blackswan",1,1,1
"blahlook",1,1,1
"bless",1,1,1
"blockcoffee",1,1,1
"bloom",1,1,1
"blustery",1,1,1
"bobolink",1,1,1
"bodega",1,1,1
"bonding…",1,1,1
"bones",1,1,1
"boobs",1,1,1
"boom",1,1,1
"boss",1,1,1
"bouton",1,1,1
"bowles",1,1,1
"boxes",1,1,1
"brand",1,1,1
"bread",1,1,1
"brewery",1,1,1
"brews",1,1,1
"brian…",1,1,1
"brief",1,1,1
"brighten",1,1,1
"brightest",1,1,1
"bring",1,1,1
"broken",1,1,1
"brooklynlovers",1,1,1
"brooklynpizzahouse",1,1,1
"brothereduaubdedubueduaubdedubuabempire",1,1,1
"brunch",1,1,1
"bubble",1,1,1
"buffet",1,1,1
"build",1,1,1
"buildimg",1,1,1
"buildingbuddymadisonsquarepark",1,1,1
"buildinggrand",1,1,1
"buildinguufefeduaubdedubueduaubdedubuaempirestatebuilding",1,1,1
"bulldogs",1,1,1
"burgundies",1,1,1
"burn",1,1,1
"burns",1,1,1
"burthday",1,1,1
"business",1,1,1
"buski",1,1,1
"butternut",1,1,1
"buy",1,1,1
"cafeweststreet",1,1,1
"caffe",1,1,1
"cakeboss",1,1,1
"call",1,1,1
"called",1,1,1
"calling",1,1,1
"calls",1,1,1
"calm",1,1,1
"cancer",1,1,1
"cannes",1,1,1
"cantstopwontstop…",1,1,1
"canvas",1,1,1
"care",1,1,1
"carolinajeremys",1,1,1
"cassava",1,1,1
"cast",1,1,1
"castingnew",1,1,1
"catedral",1,1,1
"catholic",1,1,1
"cbs",1,1,1
"cct",1,1,1
"celabratory",1,1,1
"celebrated",1,1,1
"celebrating",1,1,1
"ceviche",1,1,1
"chains",1,1,1
"changingofre",1,1,1
"chapel",1,1,1
"charming",1,1,1
"cheer",1,1,1
"chgreen",1,1,1
"chicken",1,1,1
"childhe",1,1,1
"children",1,1,1
"chilly",1,1,1
"chinatown…",1,1,1
"christian",1,1,1
"chrysler",1,1,1
"church…",1,1,1
"ciabatta…",1,1,1
"cider",1,1,1
"classicpark",1,1,1
"classy",1,1,1
"cleared",1,1,1
"click",1,1,1
"close",1,1,1
"cloudporn",1,1,1
"clouds",1,1,1
"cloudwatcher",1,1,1
"coach",1,1,1
"cobblehill",1,1,1
"coldpark",1,1,1
"collegecbuilding",1,1,1
"colors",1,1,1
"comcast",1,1,1
"comcast…",1,1,1
"comfort",1,1,1
"comingmadison",1,1,1
"community",1,1,1
"competition",1,1,1
"complex",1,1,1
"coney",1,1,1
"construction",1,1,1
"coolchick",1,1,1
"cornell",1,1,1
"corpus",1,1,1
"cosplay",1,1,1
"costume…",1,1,1
"cotechino",1,1,1
"counter",1,1,1
"countertops",1,1,1
"coupleinlove",1,1,1
"course",1,1,1
"covenant",1,1,1
"coziest",1,1,1
"crazy",1,1,1
"created…",1,1,1
"crew",1,1,1
"cribeast",1,1,1
"cross",1,1,1
"crossislandparkway",1,1,1
"crowd",1,1,1
"crowdtonight",1,1,1
"cup",1,1,1
"curatos",1,1,1
"curler",1,1,1
"curved",1,1,1
"cut",1,1,1
"dad…",1,1,1
"daddyos",1,1,1
"dairy",1,1,1
"damnyoujoaquin",1,1,1
"dancerbric",1,1,1
"dark",1,1,1
"darkfashion",1,1,1
"daughteratitagain",1,1,1
"david",1,1,1
"dayhaving",1,1,1
"dayth",1,1,1
"dead",1,1,1
"dearest",1,1,1
"decent",1,1,1
"decided",1,1,1
"decisions",1,1,1
"deco",1,1,1
"decoy",1,1,1
"deervalley",1,1,1
"defender",1,1,1
"deliciouscake",1,1,1
"deniro",1,1,1
"deny",1,1,1
"design",1,1,1
"detail",1,1,1
"detailssocialmedia",1,1,1
"dick",1,1,1
"different",1,1,1
"digitaldashbushwick",1,1,1
"dip",1,1,1
"disagreeing",1,1,1
"divide",1,1,1
"dock",1,1,1
"dog",1,1,1
"doge",1,1,1
"donaldtrumpnew",1,1,1
"doom",1,1,1
"dream",1,1,1
"dreams",1,1,1
"dreamsthe",1,1,1
"drink",1,1,1
"drinking",1,1,1
"drinks",1,1,1
"drop",1,1,1
"drug",1,1,1
"drugsvervin",1,1,1
"dry",1,1,1
"due",1,1,1
"dumbo",1,1,1
"dxc",1,1,1
"dxcproductions",1,1,1
"earrings",1,1,1
"eat",1,1,1
"edit",1,1,1
"eduaubcedubcub",1,1,1
"eduaubcedubcueduaubcedubeuchart",1,1,1
"eduaubcedubcueduaubdedububdeduaubcedubcu…",1,1,1
"eduaubcedubdueduaubcedubdueduaubcedubdueduaubcedubcub",1,1,1
"eduaubcedubduewatch",1,1,1
"eduaubcedubduuufefsoho",1,1,1
"eduaubcedubeub",1,1,1
"eduaubcedubeubayards",1,1,1
"eduaubcedubeubeduaubdedubudeduaubdedubudeduaubdedubudcasa",1,1,1
"eduaubcedubu",1,1,1
"eduaubdedubauaeduaubdedubauaeduaubdedubauaeduaubdedubauaeduaubdedubauaeduaubdedubaua",1,1,1
"eduaubdedubauaeduaubdedubauathis",1,1,1
"eduaubdedubaueduaubdedubaueduaubdedubaueduaubdedubau",1,1,1
"eduaubdedubu…",1,1,1
"eduaubdedubuad",1,1,1
"eduaubdedubuaduufefeduaubcedubcueduaubcedububaeduaubcedububuufefempire",1,1,1
"eduaubdedubuaeduaubdedubuapple",1,1,1
"eduaubdedubuaeeduaubdedubuaeeduaubdedubuae",1,1,1
"eduaubdedubuaeempire",1,1,1
"eduaubdedubuaf",1,1,1
"eduaubdedubuaflatiron",1,1,1
"eduaubdedubub",1,1,1
"eduaubdedubub…",1,1,1
"eduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububmy",1,1,1
"eduaubdedububeduaubdedububeduaubdedububeduaubdedububmadison",1,1,1
"eduaubdedubuceduaubcedubeubbred",1,1,1
"eduaubdedubuceduaubcedubfubb",1,1,1
"eduaubdedubucmrs",1,1,1
"eduaubdedubucoach",1,1,1
"eduaubdedubudeduaubdedubuceduaubdedubuaeduaubdedubu",1,1,1
"eduaubdedubudeduaubdedubudbengali",1,1,1
"eduaubdedubudnycthe",1,1,1
"eduaubdedubueduaubcedubdubuufef",1,1,1
"eduaubdedubueduaubcedubfubbeduaubcedubcu",1,1,1
"eduaubdedubueduaubcedubfubbeduaubdedububunion",1,1,1
"eduaubdedubueduaubdedububdoctober",1,1,1
"eduaubdedubueduaubdedubudeduaubdedubu",1,1,1
"eduaubdedubueduaubdedubueduaubdedubueduaubdedubuab",1,1,1
"eduaubdedubumy",1,1,1
"eduaubdedubuthe",1,1,1
"eduaubdedubuubufefeduaubcedubcuuufefuaufefeduaubcedubcueduaubcedubcueduaubcedubcubeduaubcedubcueduaubdedubuaeduaubdedubuaeduaubdedubu",1,1,1
"eeeeeatstijuana…",1,1,1
"eggs",1,1,1
"elderly",1,1,1
"elevated",1,1,1
"eleventh",1,1,1
"else",1,1,1
"elysian",1,1,1
"empire…",1,1,1
"empirestatebuildingempire",1,1,1
"empties",1,1,1
"enthusiasm",1,1,1
"entire",1,1,1
"entrances",1,1,1
"esbny",1,1,1
"essence",1,1,1
"essencelive",1,1,1
"essencemag",1,1,1
"essential",1,1,1
"est",1,1,1
"esta",1,1,1
"ethereal",1,1,1
"even…",1,1,1
"evening",1,1,1
"ever",1,1,1
"everyone",1,1,1
"everywhere",1,1,1
"evident",1,1,1
"exactlycustomer",1,1,1
"excavated…",1,1,1
"excellent",1,1,1
"exhibitionendless",1,1,1
"exitcrto",1,1,1
"exithutchinson",1,1,1
"exitrichmond",1,1,1
"exittodt",1,1,1
"expensive",1,1,1
"experience",1,1,1
"explosion",1,1,1
"face",1,1,1
"facebook",1,1,1
"fails",1,1,1
"fair",1,1,1
"fallinnyc…",1,1,1
"fallisherejengas",1,1,1
"fallon",1,1,1
"false",1,1,1
"famdont",1,1,1
"fan",1,1,1
"fans",1,1,1
"fants",1,1,1
"far",1,1,1
"fashioncirca",1,1,1
"fast",1,1,1
"favorites",1,1,1
"fdny",1,1,1
"feel",1,1,1
"feeling",1,1,1
"feelingmyselfempire",1,1,1
"feelz",1,1,1
"feetthey",1,1,1
"festivalstone",1,1,1
"fiberoptic",1,1,1
"field",1,1,1
"fiftysomethingth",1,1,1
"filed",1,1,1
"find",1,1,1
"finds",1,1,1
"fine",1,1,1
"fingerboard",1,1,1
"firsttime",1,1,1
"fithiring",1,1,1
"fitveterans",1,1,1
"five…",1,1,1
"fixed",1,1,1
"flashbackfriday",1,1,1
"flatiron…",1,1,1
"flats",1,1,1
"flood",1,1,1
"flowers",1,1,1
"focusing",1,1,1
"folks",1,1,1
"folks…",1,1,1
"followfollow",1,1,1
"foodie…",1,1,1
"foodth",1,1,1
"forand",1,1,1
"forminscustomers",1,1,1
"fort",1,1,1
"foundation",1,1,1
"founder",1,1,1
"four",1,1,1
"franklin…",1,1,1
"freak",1,1,1
"fred",1,1,1
"frederick…",1,1,1
"fredffrench",1,1,1
"fredffrenchbuilding…",1,1,1
"freedompartysantos",1,1,1
"freedoms",1,1,1
"freerange",1,1,1
"french",1,1,1
"freshly",1,1,1
"fridayeduaubdedubauaeduaubdedubaua",1,1,1
"fridayevepark",1,1,1
"fridge",1,1,1
"friendat",1,1,1
"frio",1,1,1
"frombuilding",1,1,1
"fromto",1,1,1
"ftw",1,1,1
"fuck",1,1,1
"funwithlandmarksempire",1,1,1
"future",1,1,1
"futures",1,1,1
"gabchart",1,1,1
"game",1,1,1
"games",1,1,1
"ganders",1,1,1
"gansevoort",1,1,1
"garage",1,1,1
"gary",1,1,1
"gayfoodporn",1,1,1
"geez",1,1,1
"geraldine",1,1,1
"gezarohrigsony",1,1,1
"ghetto",1,1,1
"girls",1,1,1
"girlsflatbush",1,1,1
"giving",1,1,1
"glamour",1,1,1
"glass",1,1,1
"gloom",1,1,1
"glorification",1,1,1
"glow",1,1,1
"gmat",1,1,1
"god",1,1,1
"gods",1,1,1
"goes",1,1,1
"goldie",1,1,1
"good…",1,1,1
"goodi",1,1,1
"goodtimesblackjack",1,1,1
"gorgeous",1,1,1
"gorgeousbrooklyn",1,1,1
"gosheroeduaubdedubueduaubdedubufeduaubcedubfubbeduaubdedubufeduaubcedubfubbeduaubdedubufeduaubcedubfubbopus",1,1,1
"gothic",1,1,1
"gotimelife",1,1,1
"gourmet",1,1,1
"grab",1,1,1
"granola",1,1,1
"grassfed",1,1,1
"grateful",1,1,1
"greatest",1,1,1
"greens",1,1,1
"greenwich",1,1,1
"grey…",1,1,1
"grid",1,1,1
"grocery",1,1,1
"grunes",1,1,1
"guard",1,1,1
"guest",1,1,1
"gurltalkpeter",1,1,1
"guy",1,1,1
"habeus",1,1,1
"haha",1,1,1
"halcyon",1,1,1
"hallucinations",1,1,1
"hallway",1,1,1
"handcheck",1,1,1
"handel",1,1,1
"handmade",1,1,1
"hang",1,1,1
"hanging",1,1,1
"happening",1,1,1
"harbor…",1,1,1
"hard…",1,1,1
"hardknocklifeharlem",1,1,1
"hardwareshopping",1,1,1
"harlem",1,1,1
"hate",1,1,1
"havein",1,1,1
"haven",1,1,1
"head",1,1,1
"headhunter",1,1,1
"headquarters",1,1,1
"health",1,1,1
"heart",1,1,1
"heat",1,1,1
"heinekens",1,1,1
"hello",1,1,1
"hellskitchen",1,1,1
"helped",1,1,1
"heremanhattan",1,1,1
"hgvasst",1,1,1
"high",1,1,1
"highlights",1,1,1
"highly",1,1,1
"hillaryforamerica",1,1,1
"hillside",1,1,1
"hilton",1,1,1
"himtimelife",1,1,1
"hiphop",1,1,1
"hiro",1,1,1
"historic",1,1,1
"historicphoto",1,1,1
"hit",1,1,1
"hits",1,1,1
"hiyamanhattan",1,1,1
"hold",1,1,1
"holding",1,1,1
"holidays",1,1,1
"homebasedecoyin",1,1,1
"homemade",1,1,1
"homemaking",1,1,1
"homie",1,1,1
"honeymoonmayfair",1,1,1
"hoo",1,1,1
"hood…",1,1,1
"hoodand",1,1,1
"hooddowntown",1,1,1
"hoodiameverywhere",1,1,1
"hoodmels",1,1,1
"hook",1,1,1
"hoped",1,1,1
"hospital",1,1,1
"hospitality",1,1,1
"hostos",1,1,1
"hourjamaica",1,1,1
"houruaufefeduaubcedubduba",1,1,1
"house…",1,1,1
"house…designed",1,1,1
"housein",1,1,1
"housemade",1,1,1
"housephoto",1,1,1
"housesoho",1,1,1
"hudsonross",1,1,1
"humid",1,1,1
"hump",1,1,1
"hungary",1,1,1
"hunt",1,1,1
"hunter",1,1,1
"hunting",1,1,1
"ibjfk",1,1,1
"ifyoudontshowyourfaceyouwasnttherewith…",1,1,1
"illegally",1,1,1
"ilovenewyorknew",1,1,1
"imissnyflatiron",1,1,1
"inacts",1,1,1
"inasal",1,1,1
"incredible",1,1,1
"indays",1,1,1
"indescribable",1,1,1
"indiana",1,1,1
"indinero",1,1,1
"indineropark",1,1,1
"inhousemarketing",1,1,1
"inin",1,1,1
"injured",1,1,1
"inmins",1,1,1
"inside",1,1,1
"inspired",1,1,1
"inspo",1,1,1
"instago",1,1,1
"installing",1,1,1
"institute",1,1,1
"instructor",1,1,1
"interiordesign…",1,1,1
"international",1,1,1
"internship",1,1,1
"intersections",1,1,1
"ipaphoto",1,1,1
"iphone",1,1,1
"iphoneonly",1,1,1
"irgendwogelesenempire",1,1,1
"irishcoffeeperfect",1,1,1
"isdexterhope",1,1,1
"isham",1,1,1
"italian",1,1,1
"itsaks",1,1,1
"itsjustmesones",1,1,1
"jack",1,1,1
"jacket",1,1,1
"jackyvervin",1,1,1
"jam",1,1,1
"jazzmnnewark",1,1,1
"jeppedrinking",1,1,1
"jerome",1,1,1
"jessica",1,1,1
"jesus",1,1,1
"jets",1,1,1
"jets’",1,1,1
"jewellery…",1,1,1
